ticket_id,ticket_text,category,priority,created_date
TKT-860885,I forgot my username,account,low,2023-04-04
TKT-181082,How do I reset my password?,account,medium,2023-10-02
TKT-942819,Can I pause my subscription?,account,high,2022-08-30
TKT-945885,My package never arrived,shipping,medium,2023-10-31
TKT-585399,I forgot my username,account,low,2023-08-16
TKT-130304,How do I reset my password?,account,medium,2023-04-06
TKT-244768,MY BOX WAS DAMAGED WHEN IT ARRIVED,shipping,low,2023-07-05
TKT-103401,URGENT: CAN I SWITCH TO A CHEAPER PLAN?,billing,low,2023-09-18
TKT-735786,I can't log into my account,account,low,2022-11-21
TKT-713363,Can I customize what I receive?,product,medium,2022-08-10
TKT-430042,The tracking number doesn't work,shipping,low,2023-04-11
TKT-734474,I want to update my email address,account,low,2023-04-30
TKT-104004,Why did my price increase? I didn't authorize this,billing,low,2022-02-23
TKT-470665,URGENT: The product quality has really gone down!!!,product,medium,2022-03-16
TKT-786418,Why is shipping taking so long?,shipping,medium,2022-06-13
TKT-817769,The product quality has really gone down,product,medium,2022-10-13
TKT-508563,I want to update my email address,account,high,2023-08-12
TKT-297269,Can I pause my subscription?,account,medium,2022-08-06
TKT-899614,How do I cancel my membership?!!!,account,low,2022-04-23
TKT-444443,CAN I CUSTOMIZE WHAT I RECEIVE?!!!,product,medium,2023-03-18
TKT-194472,Can I change my shipping address?,shipping,medium,2022-09-30
TKT-421799,I can't log into my account,account,low,2022-12-31
TKT-252712,How do I cancel my membership?!!!,account,medium,2023-11-24
TKT-607974,Where is my order? It's been 2 weeks!!!,shipping,high,2023-11-18
TKT-165066,URGENT: I WAS CHARGED TWICE FOR MY SUBSCRIPTION THIS MONTH,billing,low,2023-09-04
TKT-521048,I forgot my username,account,high,2023-06-19
TKT-519802,Can I gift a subscription to someone?,other,low,2022-05-31
TKT-565676,Can I switch to a cheaper plan?,billing,medium,2022-09-22
TKT-425561,MY PACKAGE NEVER ARRIVED,shipping,medium,2022-09-10
TKT-558660,Can I pause my subscription?!!!,account,low,2023-03-26
TKT-444144,My package never arrived,shipping,medium,2023-07-14
TKT-972877,I want to dispute this charge,billing,medium,2022-01-15
TKT-278708,THERE'S AN UNKNOWN CHARGE ON MY ACCOUNT FROM STREAMCART,billing,low,2022-10-04
TKT-377610,Can I gift a subscription to someone?,other,low,2023-03-27
TKT-961181,I forgot my username,account,low,2022-01-03
TKT-743799,I was charged twice for my subscription this month,billing,high,2022-10-27
TKT-599512,URGENT: The items don't match what was advertised,product,medium,2022-02-10
TKT-951449,I WANT TO UPDATE MY EMAIL ADDRESS,account,low,2023-05-10
TKT-208015,Why did my price increase? I didn't authorize this,billing,low,2023-10-06
TKT-742360,Why did my price increase? I didn't authorize this,billing,low,2023-08-27
TKT-851668,How do I reset my password?,account,medium,2022-07-25
TKT-639109,The tracking number doesn't work,shipping,low,2023-02-03
TKT-484115,"Please refund my last payment, I meant to cancel",billing,low,2022-12-19
TKT-967430,"Please refund my last payment, I meant to cancel",billing,medium,2022-03-11
TKT-679886,I FORGOT MY USERNAME,account,medium,2023-06-06
TKT-704546,"I'm allergic to something in the box, what ingredients are used?",product,medium,2023-04-03
TKT-101772,Where is my order? It's been 2 weeks,shipping,low,2023-01-18
TKT-699873,Why did my price increase? I didn't authorize this,billing,low,2023-02-08
TKT-677930,MY BOX WAS DAMAGED WHEN IT ARRIVED,shipping,low,2023-08-17
TKT-205798,I can't log into my account!!!,account,low,2022-07-02
TKT-944786,I want to update my email address,account,low,2023-03-19
TKT-224246,URGENT: I WANT TO UPDATE MY EMAIL ADDRESS,account,high,2023-12-15
TKT-400249,The tracking number doesn't work!!!,shipping,low,2023-08-27
TKT-943754,Just wanted to say I love your service!,other,low,2022-05-23
TKT-637933,DO YOU HAVE A REFERRAL PROGRAM?,other,medium,2022-02-21
TKT-367724,URGENT: My account seems to be hacked,account,medium,2022-08-14
TKT-673907,I received the wrong items in my box,shipping,high,2023-11-16
TKT-509403,URGENT: When is my next billing date?!!!,billing,medium,2024-01-13
TKT-989681,I WAS CHARGED TWICE FOR MY SUBSCRIPTION THIS MONTH,billing,low,2022-06-12
TKT-558268,How do I reset my password?!!!,account,low,2023-04-26
TKT-711216,"URGENT: I'M ALLERGIC TO SOMETHING IN THE BOX, WHAT INGREDIENTS ARE USED?!!!",product,medium,2022-08-02
TKT-597651,I WANT TO UPDATE MY EMAIL ADDRESS!!!,account,high,2022-12-17
TKT-240769,Where is my order? It's been 2 weeks!!!,shipping,low,2023-05-24
TKT-407777,My package never arrived,shipping,medium,2022-05-01
TKT-855478,I FORGOT MY USERNAME,account,medium,2022-05-25
TKT-301982,I want to update my email address,account,low,2023-01-08
TKT-298191,I WANT TO DISPUTE THIS CHARGE,billing,low,2023-02-03
TKT-785813,WHEN IS MY NEXT BILLING DATE?,billing,medium,2023-05-11
TKT-281983,Where is my order? It's been 2 weeks!!!,shipping,low,2022-07-09
TKT-952989,Can I customize what I receive?!!!,product,medium,2022-03-16
TKT-650614,My package never arrived,shipping,medium,2022-06-08
TKT-233367,I CAN'T LOG INTO MY ACCOUNT,account,low,2022-09-13
TKT-443915,URGENT: Can I pause my subscription?,account,low,2022-01-05
TKT-230016,The product quality has really gone down!!!,product,low,2022-01-28
TKT-877941,Can I gift a subscription to someone?,other,medium,2023-07-20
TKT-364669,URGENT: How do I reset my password?,account,high,2022-12-16
TKT-291764,Can I customize what I receive?!!!,product,medium,2023-04-14
TKT-689250,CAN I CHANGE MY SHIPPING ADDRESS?,shipping,low,2023-11-07
TKT-453488,URGENT: My box was damaged when it arrived,shipping,medium,2023-06-03
TKT-480225,Just wanted to say I love your service!,other,low,2023-08-13
TKT-428711,The items don't match what was advertised,product,medium,2022-12-24
TKT-155627,How do I cancel my membership?,account,medium,2023-08-25
TKT-819817,"I'M ALLERGIC TO SOMETHING IN THE BOX, WHAT INGREDIENTS ARE USED?",product,medium,2022-04-28
TKT-869008,Do you have a referral program?,other,low,2023-01-12
TKT-105973,Do you ship internationally?,other,low,2022-08-28
TKT-448532,Can I pause my subscription?,account,high,2022-05-26
TKT-998582,How do I reset my password?!!!,account,medium,2023-12-24
TKT-251164,The tracking number doesn't work,shipping,low,2022-11-09
TKT-383117,CAN I GIFT A SUBSCRIPTION TO SOMEONE?,other,medium,2022-07-05
TKT-785891,WHY IS SHIPPING TAKING SO LONG?,shipping,high,2022-12-15
TKT-686576,HOW DO I CANCEL MY MEMBERSHIP?,account,medium,2023-02-02
TKT-795410,I can't log into my account,account,medium,2023-01-25
TKT-708094,WHERE IS MY ORDER? IT'S BEEN 2 WEEKS,shipping,medium,2022-01-21
TKT-965440,URGENT: The product quality has really gone down,product,low,2022-01-08
TKT-533225,"Please refund my last payment, I meant to cancel",billing,low,2023-08-18
TKT-904675,URGENT: Why is shipping taking so long?!!!,shipping,low,2023-07-07
TKT-575952,My account seems to be hacked,account,low,2024-01-12
TKT-898657,Can I pause my subscription?,account,medium,2022-01-01
TKT-523419,Do you have a referral program?,other,low,2022-12-08
TKT-389663,I want to update my email address,account,low,2023-05-18
TKT-208411,JUST WANTED TO SAY I LOVE YOUR SERVICE!!!!,other,medium,2023-07-05
TKT-820464,The product quality has really gone down,product,high,2022-08-06
TKT-430233,Can I switch to a cheaper plan?,billing,medium,2023-02-22
TKT-556041,The tracking number doesn't work,shipping,medium,2023-11-01
TKT-833804,URGENT: The product quality has really gone down,product,medium,2023-09-13
TKT-106474,MY PACKAGE NEVER ARRIVED,shipping,low,2022-02-17
TKT-908988,THERE'S AN UNKNOWN CHARGE ON MY ACCOUNT FROM STREAMCART!!!,billing,medium,2023-12-16
TKT-332992,Where is my order? It's been 2 weeks!!!,shipping,medium,2022-07-30
TKT-772528,When is my next billing date?,billing,low,2022-02-01
TKT-488610,CAN I CUSTOMIZE WHAT I RECEIVE?,product,low,2022-07-27
TKT-993211,URGENT: HOW DO I CANCEL MY MEMBERSHIP?,account,medium,2022-10-03
TKT-367914,URGENT: I WAS CHARGED TWICE FOR MY SUBSCRIPTION THIS MONTH,billing,high,2022-03-16
TKT-409174,How do I skip next month's box?,product,high,2022-09-09
TKT-458163,I keep getting duplicates of items I already have,product,low,2023-10-15
TKT-501456,Can I switch to a cheaper plan?,billing,medium,2023-02-20
TKT-861910,My box was damaged when it arrived,shipping,medium,2022-12-13
TKT-454492,How do I cancel my membership?,account,low,2023-11-01
TKT-785120,URGENT: I forgot my username,account,low,2022-07-13
TKT-625325,"I'm allergic to something in the box, what ingredients are used?",product,medium,2022-05-09
TKT-879454,I received the wrong items in my box,shipping,medium,2023-08-26
TKT-668842,HOW DO I SKIP NEXT MONTH'S BOX?!!!,product,medium,2023-06-12
TKT-532685,I WAS CHARGED TWICE FOR MY SUBSCRIPTION THIS MONTH,billing,low,2022-11-27
TKT-588320,JUST WANTED TO SAY I LOVE YOUR SERVICE!,other,medium,2023-03-21
TKT-654389,Where is my order? It's been 2 weeks,shipping,high,2023-07-03
TKT-635401,CAN I PAUSE MY SUBSCRIPTION?,account,low,2022-10-01
TKT-968534,THE ITEMS DON'T MATCH WHAT WAS ADVERTISED,product,high,2023-09-24
TKT-111039,Where is my order? It's been 2 weeks,shipping,medium,2023-11-27
TKT-666451,WHY IS SHIPPING TAKING SO LONG?,shipping,high,2023-09-09
TKT-448714,Where is my order? It's been 2 weeks,shipping,high,2023-03-31
TKT-278172,Why did my price increase? I didn't authorize this,billing,low,2024-01-08
TKT-450045,I want to dispute this charge,billing,low,2023-03-28
TKT-248354,I want to dispute this charge,billing,medium,2022-01-29
TKT-784738,How do I skip next month's box?!!!,product,low,2023-05-26
TKT-543079,I want to dispute this charge,billing,low,2022-02-14
TKT-215022,MY PACKAGE NEVER ARRIVED,shipping,medium,2023-03-13
TKT-773460,Where is my order? It's been 2 weeks,shipping,low,2022-02-15
TKT-777795,How do I skip next month's box?,product,medium,2022-01-26
TKT-616564,Can I gift a subscription to someone?,other,low,2023-05-26
TKT-885144,There's an unknown charge on my account from StreamCart!!!,billing,low,2022-10-06
TKT-891745,URGENT: How do I skip next month's box?,product,low,2023-01-22
TKT-322479,How do I reset my password?,account,medium,2022-04-12
TKT-235629,I keep getting duplicates of items I already have,product,medium,2022-10-12
TKT-375628,The tracking number doesn't work,shipping,low,2022-09-03
TKT-634112,Why did my price increase? I didn't authorize this,billing,medium,2022-09-11
TKT-866667,HOW DO I CANCEL MY MEMBERSHIP?,account,low,2023-04-01
TKT-559548,There's an unknown charge on my account from StreamCart,billing,low,2022-02-02
TKT-617644,THE ITEMS DON'T MATCH WHAT WAS ADVERTISED,product,medium,2022-02-22
TKT-102787,Where is my order? It's been 2 weeks,shipping,low,2022-10-12
TKT-591512,"URGENT: I'm allergic to something in the box, what ingredients are used?",product,high,2023-08-29
TKT-298013,How do I skip next month's box?,product,medium,2022-03-23
TKT-138486,How do I skip next month's box?,product,medium,2023-11-08
TKT-463847,CAN I GIFT A SUBSCRIPTION TO SOMEONE?,other,high,2023-05-15
TKT-142131,My account seems to be hacked,account,low,2022-11-13
TKT-901799,Can I gift a subscription to someone?,other,medium,2022-10-18
TKT-735801,THERE'S AN UNKNOWN CHARGE ON MY ACCOUNT FROM STREAMCART!!!,billing,low,2022-07-21
TKT-298802,I want to update my email address!!!,account,medium,2023-02-01
TKT-117488,CAN I CHANGE MY SHIPPING ADDRESS?,shipping,low,2023-07-28
TKT-849209,CAN I CHANGE MY SHIPPING ADDRESS?!!!,shipping,low,2023-03-25
TKT-141181,The tracking number doesn't work!!!,shipping,high,2022-03-26
TKT-255126,URGENT: How do I reset my password?!!!,account,medium,2023-11-08
TKT-886769,CAN I SWITCH TO A CHEAPER PLAN?,billing,high,2023-10-15
TKT-460779,DO YOU HAVE A REFERRAL PROGRAM?,other,medium,2023-01-26
TKT-732107,THERE'S AN UNKNOWN CHARGE ON MY ACCOUNT FROM STREAMCART!!!,billing,high,2022-09-02
TKT-341590,I want to update my email address,account,medium,2023-05-31
TKT-297439,WHY IS SHIPPING TAKING SO LONG?,shipping,low,2023-12-21
TKT-578069,The product quality has really gone down,product,medium,2023-04-15
TKT-215643,I can't log into my account,account,high,2023-03-24
TKT-468278,"I'm allergic to something in the box, what ingredients are used?",product,low,2022-07-10
TKT-203637,I RECEIVED THE WRONG ITEMS IN MY BOX,shipping,medium,2022-03-23
TKT-864377,THE ITEMS DON'T MATCH WHAT WAS ADVERTISED,product,low,2023-01-02
TKT-878692,"I'M ALLERGIC TO SOMETHING IN THE BOX, WHAT INGREDIENTS ARE USED?",product,low,2023-05-05
TKT-585505,MY PACKAGE NEVER ARRIVED,shipping,low,2023-12-26
TKT-518871,I WANT TO DISPUTE THIS CHARGE,billing,low,2023-05-17
TKT-841019,"Please refund my last payment, I meant to cancel",billing,low,2022-11-05
TKT-807782,CAN I SWITCH TO A CHEAPER PLAN?,billing,medium,2022-01-07
TKT-372376,I WANT TO UPDATE MY EMAIL ADDRESS!!!,account,medium,2022-11-29
TKT-487488,The items don't match what was advertised,product,low,2022-09-19
TKT-384610,Just wanted to say I love your service!!!!,other,medium,2023-01-19
TKT-520484,I want to update my email address,account,low,2023-05-29
TKT-238420,WHEN IS MY NEXT BILLING DATE?,billing,medium,2023-03-24
TKT-859975,I was charged twice for my subscription this month!!!,billing,low,2023-03-16
TKT-473941,I want to dispute this charge,billing,low,2022-05-05
TKT-192611,My box was damaged when it arrived,shipping,low,2023-06-21
TKT-747937,"Please refund my last payment, I meant to cancel",billing,low,2022-06-02
TKT-619906,CAN I GIFT A SUBSCRIPTION TO SOMEONE?!!!,other,medium,2022-10-25
TKT-638898,Where is my order? It's been 2 weeks,shipping,low,2023-07-07
TKT-399049,MY ACCOUNT SEEMS TO BE HACKED,account,medium,2024-01-12
TKT-541146,Can I customize what I receive?,product,high,2023-05-27
TKT-922124,Why did my price increase? I didn't authorize this,billing,high,2022-11-11
TKT-335257,I WANT TO DISPUTE THIS CHARGE!!!,billing,low,2022-03-10
TKT-623177,What's coming in next month's box?,other,low,2022-10-08
TKT-412091,How do I cancel my membership?,account,high,2022-06-24
TKT-528065,How do I skip next month's box?,product,medium,2023-05-16
TKT-230645,I forgot my username,account,low,2023-06-03
TKT-794342,I keep getting duplicates of items I already have,product,high,2023-01-06
TKT-465576,URGENT: The tracking number doesn't work,shipping,low,2022-08-28
TKT-188713,URGENT: Why did my price increase? I didn't authorize this,billing,medium,2023-10-05
TKT-946357,Where is my order? It's been 2 weeks,shipping,medium,2022-03-07
TKT-481696,I can't log into my account,account,medium,2022-09-14
TKT-649850,MY PACKAGE NEVER ARRIVED!!!,shipping,low,2022-04-22
TKT-557243,I want to dispute this charge,billing,high,2024-01-14
TKT-420705,"I'M ALLERGIC TO SOMETHING IN THE BOX, WHAT INGREDIENTS ARE USED?",product,low,2023-09-11
TKT-673448,"URGENT: I'm allergic to something in the box, what ingredients are used?",product,low,2023-05-31
TKT-794480,I want to update my email address,account,medium,2023-05-28
TKT-242028,I keep getting duplicates of items I already have,product,medium,2023-04-27
TKT-321732,The items don't match what was advertised,product,low,2022-06-27
TKT-553672,Do you have a referral program?,other,low,2023-03-05
TKT-377913,My account seems to be hacked,account,low,2022-08-01
TKT-649760,How do I cancel my membership?,account,medium,2023-12-27
TKT-340810,I WAS CHARGED TWICE FOR MY SUBSCRIPTION THIS MONTH,billing,low,2022-09-22
TKT-141880,I received the wrong items in my box,shipping,low,2023-12-04
TKT-945876,THE ITEMS DON'T MATCH WHAT WAS ADVERTISED,product,high,2023-08-09
TKT-782870,The product quality has really gone down!!!,product,low,2022-06-26
TKT-255452,Can I change my shipping address?,shipping,low,2022-03-26
TKT-919200,CAN I CUSTOMIZE WHAT I RECEIVE?,product,low,2023-10-11
TKT-228359,I received the wrong items in my box,shipping,high,2022-06-14
TKT-979369,Can I switch to a cheaper plan?,billing,low,2022-05-20
TKT-303905,URGENT: The tracking number doesn't work,shipping,low,2022-07-29
TKT-255610,"PLEASE REFUND MY LAST PAYMENT, I MEANT TO CANCEL",billing,medium,2024-01-01
TKT-304776,I want to update my email address,account,medium,2022-08-13
TKT-267439,I can't log into my account,account,low,2023-08-14
TKT-841672,My box was damaged when it arrived,shipping,low,2023-08-23
TKT-247202,When is my next billing date?,billing,medium,2023-06-21
TKT-868836,URGENT: I can't log into my account!!!,account,medium,2022-06-13
TKT-998445,How do I cancel my membership?,account,high,2022-05-06
TKT-244122,How do I cancel my membership?,account,low,2022-11-18
TKT-323019,My box was damaged when it arrived!!!,shipping,low,2023-07-31
TKT-462909,I keep getting duplicates of items I already have!!!,product,low,2022-01-25
TKT-102805,I received the wrong items in my box!!!,shipping,low,2022-01-15
TKT-711764,How do I reset my password?,account,low,2023-04-18
TKT-424928,DO YOU SHIP INTERNATIONALLY?,other,medium,2023-12-17
TKT-175514,I FORGOT MY USERNAME,account,low,2022-05-06
TKT-117395,Can I change my shipping address?,shipping,low,2022-08-05
TKT-107586,CAN I SWITCH TO A CHEAPER PLAN?,billing,low,2022-05-22
TKT-314801,I can't log into my account,account,low,2023-11-09
TKT-421230,There's an unknown charge on my account from StreamCart,billing,high,2023-12-14
TKT-649752,I was charged twice for my subscription this month,billing,low,2022-01-07
TKT-126571,I keep getting duplicates of items I already have,product,medium,2022-10-24
TKT-184586,Why did my price increase? I didn't authorize this,billing,low,2024-01-06
TKT-965267,"I'm allergic to something in the box, what ingredients are used?",product,medium,2022-10-07
TKT-247348,Where is my order? It's been 2 weeks,shipping,high,2023-06-08
TKT-248375,HOW DO I RESET MY PASSWORD?!!!,account,low,2022-09-22
TKT-223382,There's an unknown charge on my account from StreamCart,billing,low,2022-12-26
TKT-284825,The items don't match what was advertised,product,low,2023-03-06
TKT-204179,There's an unknown charge on my account from StreamCart,billing,medium,2023-04-10
TKT-344478,THERE'S AN UNKNOWN CHARGE ON MY ACCOUNT FROM STREAMCART,billing,low,2023-05-10
TKT-647367,MY BOX WAS DAMAGED WHEN IT ARRIVED,shipping,medium,2022-03-14
TKT-729367,CAN I CHANGE MY SHIPPING ADDRESS?,shipping,low,2023-01-08
TKT-160891,I can't log into my account,account,low,2023-11-14
TKT-169441,My box was damaged when it arrived!!!,shipping,low,2022-09-30
TKT-954805,Why did my price increase? I didn't authorize this!!!,billing,low,2022-04-24
TKT-120479,Can I pause my subscription?,account,high,2023-04-21
TKT-191426,The tracking number doesn't work,shipping,low,2023-10-28
TKT-832158,I WAS CHARGED TWICE FOR MY SUBSCRIPTION THIS MONTH,billing,high,2023-12-14
TKT-422392,I WANT TO UPDATE MY EMAIL ADDRESS,account,high,2023-01-24
TKT-337583,I KEEP GETTING DUPLICATES OF ITEMS I ALREADY HAVE,product,low,2023-02-04
TKT-953286,Why is shipping taking so long?,shipping,low,2022-01-08
TKT-144285,The product quality has really gone down,product,high,2022-10-31
TKT-557510,Can I change my shipping address?,shipping,high,2022-11-20
TKT-403464,How do I skip next month's box?!!!,product,medium,2023-03-04
TKT-973587,The product quality has really gone down!!!,product,low,2023-07-16
TKT-863724,I want to dispute this charge!!!,billing,low,2023-08-27
TKT-464577,CAN I SWITCH TO A CHEAPER PLAN?,billing,high,2022-08-25
TKT-612745,Why did my price increase? I didn't authorize this,billing,high,2023-08-14
TKT-538221,"Please refund my last payment, I meant to cancel",billing,medium,2022-03-28
TKT-481528,How do I skip next month's box?!!!,product,medium,2022-04-12
TKT-443613,"I'm allergic to something in the box, what ingredients are used?",product,medium,2023-02-16
TKT-951826,How do I reset my password?,account,medium,2023-12-04
TKT-719239,My package never arrived,shipping,medium,2022-11-14
TKT-172045,"Please refund my last payment, I meant to cancel",billing,low,2023-01-15
TKT-553919,I keep getting duplicates of items I already have!!!,product,medium,2023-03-27
TKT-519095,I WANT TO UPDATE MY EMAIL ADDRESS,account,high,2023-10-31
TKT-575609,URGENT: CAN I CHANGE MY SHIPPING ADDRESS?,shipping,high,2023-02-15
TKT-316755,Do you have a referral program?,other,low,2023-05-19
TKT-821721,The items don't match what was advertised,product,low,2023-11-15
TKT-563635,How do I reset my password?,account,high,2023-04-06
TKT-460733,Where is my order? It's been 2 weeks!!!,shipping,low,2023-02-14
TKT-605274,I WANT TO UPDATE MY EMAIL ADDRESS,account,medium,2023-01-17
TKT-183389,Can I switch to a cheaper plan?!!!,billing,low,2023-05-01
TKT-516483,I WANT TO UPDATE MY EMAIL ADDRESS,account,high,2024-01-07
TKT-125300,There's an unknown charge on my account from StreamCart,billing,high,2023-03-20
TKT-987911,URGENT: HOW DO I RESET MY PASSWORD?,account,high,2023-01-30
TKT-514080,URGENT: Can I gift a subscription to someone?,other,low,2023-02-15
TKT-906732,My account seems to be hacked,account,medium,2022-09-15
TKT-920642,DO YOU HAVE A REFERRAL PROGRAM?,other,medium,2023-05-08
TKT-421340,THE PRODUCT QUALITY HAS REALLY GONE DOWN,product,low,2023-02-08
TKT-966526,URGENT: HOW DO I CANCEL MY MEMBERSHIP?,account,low,2022-02-17
TKT-280243,"I'M ALLERGIC TO SOMETHING IN THE BOX, WHAT INGREDIENTS ARE USED?",product,low,2023-07-30
TKT-311099,The product quality has really gone down,product,medium,2022-12-28
TKT-837288,URGENT: My box was damaged when it arrived,shipping,low,2022-05-09
TKT-383015,URGENT: Can I gift a subscription to someone?!!!,other,high,2022-01-09
TKT-940598,I KEEP GETTING DUPLICATES OF ITEMS I ALREADY HAVE,product,low,2023-05-28
TKT-334555,I RECEIVED THE WRONG ITEMS IN MY BOX,shipping,medium,2023-11-19
TKT-147884,WHY DID MY PRICE INCREASE? I DIDN'T AUTHORIZE THIS!!!,billing,low,2022-12-17
TKT-768853,I KEEP GETTING DUPLICATES OF ITEMS I ALREADY HAVE,product,medium,2023-10-19
TKT-227486,Can I switch to a cheaper plan?,billing,medium,2022-05-24
TKT-258235,I want to update my email address,account,high,2023-08-24
TKT-163975,URGENT: Do you ship internationally?,other,low,2023-03-23
TKT-129341,URGENT: I forgot my username,account,low,2022-11-15
TKT-632428,I RECEIVED THE WRONG ITEMS IN MY BOX,shipping,low,2022-12-04
TKT-193214,I RECEIVED THE WRONG ITEMS IN MY BOX,shipping,low,2022-11-25
TKT-100664,I forgot my username,account,medium,2022-07-09
TKT-295787,I forgot my username!!!,account,low,2022-03-14
TKT-344034,I FORGOT MY USERNAME,account,low,2023-05-18
TKT-885556,My box was damaged when it arrived,shipping,low,2023-01-08
TKT-874279,I want to dispute this charge,billing,high,2022-03-05
TKT-796786,URGENT: MY ACCOUNT SEEMS TO BE HACKED,account,medium,2022-10-22
TKT-552272,Can I pause my subscription?!!!,account,low,2023-08-10
TKT-370161,I received the wrong items in my box,shipping,high,2023-10-01
TKT-316119,I KEEP GETTING DUPLICATES OF ITEMS I ALREADY HAVE,product,high,2023-07-05
TKT-894459,THE PRODUCT QUALITY HAS REALLY GONE DOWN,product,medium,2023-06-16
TKT-455035,When is my next billing date?,billing,low,2023-05-22
TKT-540236,URGENT: How do I reset my password?,account,high,2023-06-26
TKT-308313,How do I reset my password?!!!,account,medium,2022-05-18
TKT-241863,How do I skip next month's box?,product,low,2023-08-31
TKT-511278,WHY DID MY PRICE INCREASE? I DIDN'T AUTHORIZE THIS!!!,billing,low,2023-07-26
TKT-460920,MY ACCOUNT SEEMS TO BE HACKED,account,low,2023-05-29
TKT-970206,Can I pause my subscription?,account,medium,2023-05-15
TKT-330039,URGENT: I was charged twice for my subscription this month!!!,billing,low,2022-05-28
TKT-366756,My account seems to be hacked,account,low,2023-04-25
TKT-285285,THE ITEMS DON'T MATCH WHAT WAS ADVERTISED,product,medium,2023-01-05
TKT-250691,"URGENT: I'M ALLERGIC TO SOMETHING IN THE BOX, WHAT INGREDIENTS ARE USED?",product,low,2022-11-03
TKT-163734,My package never arrived!!!,shipping,high,2022-10-10
TKT-342403,CAN I CHANGE MY SHIPPING ADDRESS?!!!,shipping,low,2022-05-26
TKT-362549,URGENT: I want to update my email address,account,low,2022-06-20
TKT-700864,I want to dispute this charge,billing,medium,2022-01-06
TKT-140857,Why is shipping taking so long?,shipping,medium,2023-03-18
TKT-126581,My box was damaged when it arrived,shipping,low,2022-03-20
TKT-961797,Why did my price increase? I didn't authorize this!!!,billing,low,2023-12-05
TKT-221579,MY ACCOUNT SEEMS TO BE HACKED,account,low,2023-12-18
TKT-690852,I RECEIVED THE WRONG ITEMS IN MY BOX,shipping,low,2023-07-22
TKT-254485,Do you ship internationally?,other,low,2023-01-06
